iter	Passed	Remaining
211	4012	8289
212	4030	8269
213	4048	8248
214	4071	8237
215	4089	8217
216	4109	8200
217	4127	8179
218	4148	8164
219	4173	8156
220	4192	8138
221	4211	8119
222	4231	8101
223	4249	8081
224	4267	8060
225	4284	8038
226	4303	8018
227	4321	7998
228	4339	7978
229	4357	7957
230	4377	7940
231	4398	7924
232	4418	7907
233	4437	7889
234	4456	7869
235	4474	7849
236	4494	7832
237	4512	7812
238	4530	7790
239	4548	7770
240	4566	7750
241	4584	7729
242	4602	7708
243	4620	7687
244	4637	7666
245	4654	7644
246	4672	7623
247	4690	7602
248	4707	7581
249	4724	7559
250	4742	7539
251	4760	7518
252	4778	7498
253	4796	7477
254	4813	7456
255	4830	7434
256	4848	7413
257	4865	7393
258	4883	7372
259	4900	7351
260	4917	7329
261	4937	7312
262	4955	7291
263	4973	7271
264	4990	7250
265	5007	7229
266	5025	7209
267	5042	7187
268	5060	7167
269	5078	7147
270	5100	7133
271	5118	7113
272	5135	7092
273	5155	7074
274	5175	7057
275	5192	7036
276	5210	7016
277	5227	6995
278	5245	6975
279	5262	6954
280	5280	6933
281	5297	6912
282	5315	6892
283	5333	6873
284	5351	6853
285	5369	6833
286	5387	6813
287	5405	6794
288	5424	6775
289	5441	6754
290	5458	6733
291	5475	6713
292	5494	6694
293	5512	6674
294	5530	6655
295	5549	6636
296	5567	6616
297	5585	6598
298	5603	6578
299	5621	6558
300	5639	6538
301	5656	6518
302	5673	6497
303	5690	6477
304	5708	6456
305	5725	6436
306	5742	6416
307	5760	6396
308	5777	6376
309	5796	6357
310	5813	6336
311	5830	6316
312	5848	6297
313	5866	6277
314	5883	6257
315	5901	6237
316	5920	6218
317	5938	6200
318	5955	6179
319	5973	6160
320	5991	6141
321	6009	6121
322	6027	6102
323	6045	6082
324	6062	6062
325	6080	6043
326	6099	6024
327	6118	6006
328	6139	5989
329	6157	5971
330	6176	5952
331	6193	5932
332	6211	5912
333	6228	5893
334	6246	5873
335	6263	5853
336	6281	5834
337	6299	5814
338	6316	5795
339	6334	5775
340	6352	5756
341	6371	5738
342	6389	5718
343	6407	5699
344	6425	5680
345	6443	5661
346	6461	5641
347	6478	5622
348	6496	5603
349	6514	5583
350	6532	5564
351	6549	5544
352	6578	5534
353	6596	5516
354	6614	5496
355	6631	5476
356	6649	5457
357	6666	5437
358	6684	5418
359	6702	5399
360	6720	5380
361	6738	5360
362	6755	5341
363	6774	5322
364	6793	5304
365	6811	5285
366	6831	5267
367	6849	5248
368	6867	5229
369	6885	5210
370	6903	5191
371	6921	5172
372	6941	5154
373	6959	5135
374	6976	5116
375	7002	5102
376	7020	5083
377	7037	5063
378	7054	5044
379	7071	5024
380	7088	5004
381	7107	4986
382	7126	4967
383	7146	4950
384	7165	4931
385	7183	4913
386	7201	4893
387	7218	4874
388	7236	4855
389	7253	4835
390	7271	4816
391	7287	4796
392	7305	4777
393	7322	4757
394	7340	4738
395	7357	4719
396	7375	4700
397	7394	4681
398	7411	4662
399	7428	4643
400	7446	4624
401	7463	4604
402	7480	4585
403	7498	4565
404	7515	4546
405	7533	4527
406	7550	4507
407	7569	4489
408	7586	4470
409	7603	4450
410	7620	4431
411	7636	4411
412	7654	4392
413	7671	4373
414	7688	4353
415	7705	4334
416	7723	4315
417	7740	4296
418	7758	4277
419	7775	4258
420	7793	4239
421	7810	4219
422	7829	4201
423	7846	4182
424	7863	4162
425	7880	4143
426	7897	4124
427	7914	4105
428	7932	4086
429	7951	4067
430	7967	4048
431	7985	4029
432	8001	4009
433	8019	3991
434	8036	3972
435	8053	3952
436	8070	3933
437	8087	3914
438	8106	3896
439	8126	3878
440	8145	3860
441	8164	3841
442	8182	3823
443	8200	3804
444	8217	3785
445	8234	3766
446	8250	3746
447	8267	3727
448	8285	3709
449	8302	3690
450	8319	3671
451	8337	3652
452	8354	3633
453	8372	3614
454	8389	3595
455	8407	3577
456	8424	3558
457	8441	3538
458	8459	3520
459	8477	3501
460	8494	3482
461	8512	3463
462	8529	3444
463	8546	3425
464	8565	3407
465	8582	3388
466	8599	3369
467	8617	3351
468	8634	3332
469	8651	3313
470	8667	3294
471	8684	3275
472	8701	3256
473	8718	3237
474	8735	3218
475	8753	3199
476	8769	3180
477	8787	3161
478	8804	3143
479	8822	3124
480	8839	3105
481	8857	3087
482	8874	3068
483	8891	3049
484	8908	3030
485	8925	3011
486	8944	2993
487	8963	2975
488	8985	2958
489	9003	2939
490	9021	2921
491	9039	2902
492	9058	2884
493	9076	2866
494	9095	2847
495	9123	2832
496	9150	2816
497	9173	2799
498	9197	2783
499	9218	2765
500	9240	2748
501	9263	2730
502	9285	2713
503	9307	2696
504	9328	2678
505	9348	2660
506	9369	2642
507	9391	2625
508	9415	2608
509	9437	2590
510	9462	2573
511	9485	2556
512	9512	2540
513	9541	2524
514	9568	2508
515	9593	2491
516	9615	2473
517	9636	2455
518	9658	2437
519	9677	2419
520	9698	2401
521	9717	2382
522	9738	2364
523	9759	2346
524	9790	2331
525	9812	2313
526	9833	2295
527	9852	2276
528	9872	2258
529	9892	2239
530	9913	2221
531	9934	2203
532	9956	2185
533	9975	2166
534	9995	2148
535	10016	2130
536	10037	2112
537	10056	2093
538	10075	2074
539	10094	2056
540	10117	2038
541	10138	2020
542	10156	2001
543	10176	1982
544	10195	1964
545	10212	1945
546	10229	1926
547	10246	1907
548	10264	1888
549	10280	1869
550	10297	1850
551	10315	1831
552	10332	1812
553	10349	1793
554	10384	1777
555	10402	1758
556	10419	1739
557	10437	1720
558	10454	1701
559	10472	1683
560	10489	1664
561	10508	1645
562	10525	1626
563	10542	1607
564	10560	1588
565	10580	1570
566	10597	1551
567	10614	1532
568	10631	1513
569	10648	1494
570	10665	1475
571	10681	1456
572	10698	1437
573	10715	1418
574	10732	1399
575	10749	1380
576	10766	1362
577	10783	1343
578	10801	1324
579	10818	1305
580	10834	1286
581	10851	1267
582	10868	1248
583	10884	1230
584	10901	1211
585	10917	1192
586	10933	1173
587	10952	1154
588	10969	1136
589	10986	1117
590	11004	1098
591	11022	1079
592	11041	1061
593	11058	1042
594	11076	1023
595	11093	1005
596	11115	986
597	11135	968
598	11152	949
599	11170	930
600	11191	912
601	11209	893
602	11226	875
603	11243	856
604	11260	837
605	11277	818
606	11294	800
607	11312	781
608	11329	762
609	11347	744
610	11364	725
611	11382	706
612	11400	688
613	11417	669
614	11434	650
615	11451	632
616	11468	613
617	11485	594
618	11502	576
619	11519	557
620	11535	538
621	11552	520
622	11571	501
623	11589	482
624	11606	464
625	11623	445
626	11642	427
627	11660	408
628	11681	390
629	11701	371
630	11720	352
631	11738	334
632	11755	315
633	11773	297
634	11790	278
635	11809	259
636	11826	241
637	11844	222
638	11861	204
639	11879	185
640	11896	167
641	11913	148
642	11931	129
643	11951	111
644	11969	92
645	11986	74
646	12003	55
647	12021	37
648	12039	18
649	12057	0
