iter	Logloss
132	0.4575663366
133	0.4568832137
134	0.4561935049
135	0.4553026539
136	0.4544803578
137	0.4536991297
138	0.4527702167
139	0.4518368345
140	0.4508679924
141	0.4500132519
142	0.4494150165
143	0.4486019063
144	0.4478243387
145	0.4468398891
146	0.445995062
147	0.4450300313
148	0.4442791087
149	0.4431380363
150	0.4422474444
151	0.4414960849
152	0.4405181588
153	0.4397619077
154	0.4389424568
155	0.4380780489
156	0.4371479307
157	0.43657866
158	0.43585719
159	0.4351421608
160	0.4344613294
161	0.4335416449
162	0.4328253575
163	0.4320983422
164	0.4310170765
165	0.4302007287
166	0.4293025632
167	0.4286960641
168	0.4278542361
169	0.4271923572
170	0.4264310845
171	0.4257196753
172	0.4251267593
173	0.4242552056
174	0.4235561832
175	0.4230153197
176	0.4221455848
177	0.4216279012
178	0.4209690515
179	0.4200543876
180	0.4193165959
181	0.4188168423
182	0.4180578296
183	0.4172001803
184	0.4164738122
185	0.4156745806
186	0.4149451615
187	0.4140887649
188	0.4132459095
189	0.4125271984
190	0.4119400516
191	0.4112411006
192	0.4105319723
193	0.4099459522
194	0.4093981274
195	0.4086973036
196	0.4079334949
197	0.4072295327
198	0.4065885081
199	0.4061477295
200	0.4053412695
201	0.4046638642
202	0.4039171212
203	0.4032590475
204	0.402769741
205	0.4021732306
206	0.4012761622
207	0.4004872491
208	0.3999531078
209	0.3991890632
210	0.3984784035
211	0.3977739141
212	0.3973087165
213	0.3964877985
214	0.3956817573
215	0.3950671978
216	0.3944734128
217	0.3935638094
218	0.3928024142
219	0.391876741
220	0.3912384174
221	0.3906957248
222	0.3901773659
223	0.3894800824
224	0.3888804448
225	0.3881539264
226	0.387595736
227	0.386993123
228	0.3865069613
229	0.3859759265
230	0.3851530126
231	0.3842844702
232	0.3835886064
233	0.3828095053
234	0.3821298938
235	0.381456102
236	0.3806189328
237	0.380069084
238	0.3796320442
239	0.3791615999
240	0.3783778506
241	0.3776876694
242	0.3769020544
243	0.3762855991
244	0.3756841378
245	0.3750626922
246	0.3745110881
247	0.3735755675
248	0.3729971023
249	0.3722275627
250	0.3716121712
251	0.3705932526
252	0.3696412482
253	0.3692190819
254	0.3686856504
255	0.367904258
256	0.3671857328
257	0.3665807137
258	0.3660536987
259	0.365554495
260	0.3648683665
261	0.3638669193
262	0.363249027
263	0.3625522773
264	0.3620313094
265	0.3615162047
266	0.3610678904
267	0.3604011219
268	0.3597558488
269	0.3593448133
270	0.3588355936
271	0.3579599875
272	0.3575141589
273	0.3570998425
274	0.356421702
275	0.355962596
276	0.3552694527
277	0.3547603772
278	0.3541143645
279	0.353533909
280	0.3528927642
281	0.3525520903
282	0.352045206
283	0.3513013267
284	0.3507651753
285	0.3502601603
286	0.3495085637
287	0.3490140115
288	0.3484786013
289	0.3480410601
290	0.3475171004
291	0.3469490536
292	0.3461091601
293	0.3453728567
294	0.3448190354
295	0.3442554209
296	0.3438231867
297	0.3431642678
298	0.3426770952
299	0.3421500122
300	0.3415658688
301	0.3410992012
302	0.3407107704
303	0.3401640809
304	0.3394877594
305	0.3389027527
306	0.3383788668
307	0.3376606087
308	0.3371574827
309	0.3364406859
310	0.3359705864
311	0.3355204238
312	0.3351178527
313	0.3346570351
314	0.3339024959
315	0.3333984055
316	0.3326986093
317	0.3320867812
318	0.3317457257
319	0.3311116066
320	0.3307122674
321	0.3299500967
322	0.3296432464
323	0.3290947455
324	0.3285886151
325	0.3279309054
326	0.327249861
327	0.3267112516
328	0.3261047111
329	0.3254986564
330	0.3250811553
331	0.3245026801
332	0.3239326929
333	0.3235481789
334	0.3231112747
335	0.3225988063
336	0.3221402675
337	0.3215569709
338	0.3209985857
339	0.320460097
340	0.3198114297
341	0.3192236008
342	0.3187489352
343	0.3180602348
344	0.3176569414
345	0.3172335677
346	0.3167705076
347	0.3160855757
348	0.3156838245
349	0.3152196001
350	0.3147599127
351	0.3144073733
352	0.3138482895
353	0.3133282232
354	0.3129550102
355	0.3124183678
356	0.3119963348
357	0.3116209898
358	0.3109600968
359	0.3104027048
360	0.3098772514
361	0.3092971059
362	0.3086164552
363	0.3081853851
364	0.3075670116
365	0.307121193
366	0.3066819087
367	0.3061753928
368	0.3058575788
369	0.3053938726
370	0.3049116142
371	0.3044895314
372	0.3040724912
373	0.3035598248
374	0.3030156726
375	0.3025762503
376	0.3019538901
377	0.3015171495
378	0.3010111213
379	0.3004241115
380	0.3001388513
381	0.2996935522
382	0.2993123465
383	0.298762736
384	0.2981072854
385	0.2976333752
386	0.2972196922
387	0.2964825404
388	0.2958329454
389	0.2954141729
390	0.2952100181
391	0.2948096399
392	0.2943427786
393	0.2939917789
394	0.2934723738
395	0.2931680374
396	0.2926836876
397	0.2921334015
398	0.2916154317
399	0.2911243365
400	0.2908547478
401	0.2903795361
402	0.2899812329
403	0.2895720261
404	0.289018532
405	0.2885605744
406	0.2881666104
407	0.2877942764
408	0.2871866449
409	0.2868291806
410	0.2865498962
411	0.2862668961
412	0.2858148753
413	0.2853877325
414	0.2849035149
415	0.2845051007
416	0.284062073
417	0.2837819856
418	0.2833425064
419	0.2827273981
420	0.2822460964
421	0.2817253079
422	0.2811928529
423	0.2806646089
424	0.2800701646
425	0.2796800302
426	0.2791162461
427	0.278707738
428	0.2783341103
429	0.2779032635
430	0.2775874827
431	0.2773153542
432	0.2770832306
433	0.276548363
434	0.2760384527
435	0.2755925815
436	0.2751976732
437	0.2748651849
438	0.2744030665
439	0.2739341866
440	0.2735326362
441	0.2732311338
442	0.2727234144
443	0.2722826527
444	0.2718802065
445	0.2716132646
446	0.2712318491
447	0.2708901522
448	0.2705220373
449	0.2702145232
450	0.2697947883
451	0.2694299959
452	0.2690418574
453	0.2685579575
454	0.2682082032
455	0.2676891062
456	0.2671657915
457	0.2667129286
458	0.2663952174
459	0.2659649489
460	0.2656800095
461	0.2651806762
462	0.2648028844
463	0.2643431664
464	0.2639423593
465	0.2635761372
466	0.2632332715
467	0.2628509231
468	0.2622042951
469	0.2618898564
470	0.2614031957
471	0.2611482949
472	0.2607884629
473	0.2602460847
474	0.2599972635
475	0.2595586133
476	0.2590897276
477	0.2588203023
478	0.2584258909
479	0.2579945683
480	0.2576364856
481	0.257079852
482	0.2565890981
483	0.2560670599
484	0.2556960768
485	0.2552436832
486	0.2548712286
487	0.2546491366
488	0.2541666363
489	0.2538086015
490	0.2535257134
491	0.2532461315
492	0.2527578245
493	0.2524858983
494	0.2521280731
495	0.2516434664
496	0.2513422357
497	0.2509353937
498	0.2504979923
499	0.2501113398
500	0.2495257724
501	0.2491000928
502	0.2489264778
503	0.2485196405
504	0.2481356207
505	0.2479290358
506	0.2475574543
507	0.2469665459
508	0.2466119042
509	0.2461111223
510	0.2458415841
511	0.2453831722
512	0.2450189065
513	0.2446797692
514	0.2441328361
515	0.2437382346
516	0.2434260444
517	0.2430592926
518	0.2426713884
519	0.2422898945
520	0.2420277939
521	0.2417984019
522	0.2414305198
523	0.2411417949
524	0.240698058
525	0.2403525448
526	0.2400112653
527	0.2397477179
528	0.2394458684
529	0.2391006245
530	0.2386249194
531	0.2383021613
532	0.237705587
533	0.2374528136
534	0.2371149264
535	0.2367049803
536	0.2363548168
537	0.2360169865
538	0.2357026146
539	0.2353018532
540	0.2347453627
541	0.2343619872
542	0.2341027476
543	0.2338206068
544	0.2334147337
545	0.2330621839
546	0.2327675192
547	0.2324557437
548	0.2322083226
549	0.2318580087
550	0.2315639124
551	0.2312210192
552	0.2309213849
553	0.2306189249
554	0.230350576
555	0.2300863577
556	0.2298002734
557	0.2293538179
558	0.2290465519
559	0.228762384
560	0.2284324674
561	0.2281467056
562	0.2279160618
563	0.2276314152
564	0.227385092
565	0.2269630435
566	0.2264776942
567	0.2260944476
568	0.2256700987
569	0.2253455959
570	0.2249083211
571	0.2246752347
572	0.2243191401
573	0.2239955022
574	0.2238053789
575	0.2234285612
576	0.2230663978
577	0.2226598352
578	0.2223504858
579	0.2219439564
580	0.2216988555
581	0.221278026
582	0.2209199874
583	0.2205019977
584	0.2201461377
585	0.2198551571
586	0.2196175328
587	0.2193341925
588	0.2190422843
589	0.2187413285
590	0.2185255802
591	0.2181273907
592	0.2177470961
593	0.2175438731
594	0.2172885746
595	0.217084034
596	0.2167144668
597	0.2164573117
598	0.2161914069
599	0.2158989089
600	0.2154968674
601	0.215239484
602	0.2149383734
603	0.214649328
604	0.2144312299
605	0.2141467418
606	0.2138679858
607	0.2135942719
608	0.2132209001
609	0.2127976528
610	0.2125749779
611	0.2123486367
612	0.2121038136
613	0.2118223266
614	0.211610611
615	0.2112496976
616	0.2109930025
617	0.210618386
618	0.210379356
619	0.2102163398
620	0.2100407596
621	0.2097211176
622	0.2094578178
623	0.2091580725
624	0.208845332
625	0.2085774169
626	0.2083358461
627	0.2080484435
628	0.2078855954
629	0.2075704866
630	0.2073667069
631	0.2071031632
632	0.2068751396
633	0.2066624185
634	0.2064115041
635	0.2061713741
636	0.2058647262
637	0.2054903946
638	0.2052510996
639	0.2049418277
640	0.2045958531
641	0.2043273982
642	0.2041433189
643	0.2037158119
644	0.2034128809
645	0.2031513813
646	0.2028819437
647	0.2026448144
648	0.2024015214
649	0.2020648054
