iter	Passed	Remaining
597	5438	3655
598	5446	3646
599	5454	3636
600	5464	3627
601	5474	3619
602	5484	3610
603	5494	3602
604	5509	3596
605	5521	3589
606	5531	3581
607	5541	3572
608	5551	3564
609	5561	3555
610	5572	3547
611	5582	3539
612	5591	3530
613	5601	3521
614	5612	3513
615	5624	3506
616	5634	3497
617	5644	3489
618	5653	3479
619	5663	3471
620	5674	3463
621	5683	3453
622	5692	3444
623	5701	3435
624	5712	3427
625	5719	3417
626	5730	3408
627	5738	3399
628	5748	3390
629	5757	3381
630	5766	3371
631	5777	3364
632	5787	3355
633	5797	3346
634	5808	3338
635	5817	3329
636	5827	3320
637	5836	3311
638	5845	3302
639	5854	3292
640	5862	3283
641	5872	3274
642	5881	3265
643	5890	3256
644	5899	3246
645	5909	3238
646	5917	3228
647	5927	3219
648	5935	3210
649	5944	3200
650	5953	3191
651	5961	3181
652	5970	3172
653	5979	3163
654	5990	3155
655	5999	3146
656	6010	3137
657	6021	3129
658	6032	3121
659	6044	3113
660	6055	3105
661	6064	3096
662	6074	3087
663	6084	3078
664	6093	3069
665	6104	3061
666	6113	3052
667	6124	3043
668	6135	3035
669	6144	3026
670	6155	3017
671	6167	3010
672	6176	3001
673	6186	2992
674	6205	2988
675	6220	2981
676	6241	2977
677	6258	2972
678	6268	2963
679	6281	2956
680	6293	2948
681	6304	2939
682	6316	2931
683	6325	2922
684	6335	2913
685	6344	2903
686	6354	2895
687	6364	2886
688	6373	2876
689	6382	2867
690	6394	2859
691	6403	2850
692	6412	2840
693	6421	2831
694	6431	2822
695	6439	2812
696	6448	2803
697	6456	2793
698	6465	2784
699	6475	2775
700	6484	2766
701	6494	2756
702	6503	2747
703	6513	2738
704	6526	2730
705	6537	2722
706	6548	2713
707	6557	2704
708	6570	2696
709	6581	2688
710	6590	2678
711	6600	2669
712	6610	2660
713	6618	2651
714	6627	2641
715	6635	2632
716	6645	2622
717	6654	2613
718	6665	2604
719	6677	2596
720	6685	2587
721	6695	2577
722	6704	2568
723	6714	2559
724	6722	2549
725	6731	2540
726	6740	2531
727	6749	2521
728	6759	2512
729	6769	2503
730	6780	2495
731	6791	2486
732	6800	2477
733	6810	2468
734	6821	2459
735	6831	2450
736	6841	2441
737	6852	2432
738	6862	2423
739	6872	2414
740	6881	2405
741	6892	2396
742	6902	2387
743	6912	2378
744	6924	2370
745	6936	2361
746	6946	2352
747	6958	2344
748	6968	2335
749	6977	2325
750	6986	2316
751	6994	2306
752	7004	2297
753	7012	2287
754	7022	2278
755	7034	2270
756	7042	2260
757	7051	2251
758	7060	2241
759	7069	2232
760	7077	2222
761	7087	2213
762	7096	2204
763	7105	2194
764	7114	2185
765	7123	2176
766	7133	2167
767	7143	2157
768	7154	2149
769	7164	2139
770	7173	2130
771	7183	2121
772	7193	2112
773	7203	2103
774	7212	2093
775	7222	2084
776	7233	2076
777	7242	2066
778	7253	2057
779	7262	2048
780	7271	2038
781	7281	2029
782	7290	2020
783	7301	2011
784	7314	2003
785	7324	1994
786	7335	1985
787	7344	1975
788	7353	1966
789	7364	1957
790	7373	1948
791	7382	1938
792	7395	1930
793	7403	1920
794	7413	1911
795	7422	1902
796	7432	1893
797	7440	1883
798	7450	1874
799	7460	1865
800	7469	1855
801	7480	1846
802	7488	1837
803	7499	1828
804	7509	1819
805	7520	1810
806	7532	1801
807	7541	1792
808	7550	1782
809	7562	1773
810	7570	1764
811	7580	1755
812	7589	1745
813	7598	1736
814	7607	1726
815	7616	1717
816	7626	1708
817	7634	1698
818	7644	1689
819	7653	1680
820	7664	1671
821	7674	1661
822	7682	1652
823	7691	1642
824	7700	1633
825	7709	1624
826	7718	1614
827	7730	1605
828	7741	1596
829	7752	1587
830	7762	1578
831	7772	1569
832	7781	1560
833	7791	1550
834	7800	1541
835	7809	1532
836	7818	1522
837	7827	1513
838	7835	1503
839	7843	1494
840	7855	1485
841	7864	1475
842	7873	1466
843	7883	1457
844	7892	1447
845	7901	1438
846	7910	1428
847	7919	1419
848	7927	1409
849	7936	1400
850	7945	1391
851	7955	1381
852	7965	1372
853	7973	1363
854	7983	1353
855	7991	1344
856	8001	1335
857	8009	1325
858	8018	1316
859	8027	1306
860	8037	1297
861	8046	1288
862	8054	1278
863	8063	1269
864	8071	1259
865	8081	1250
866	8089	1240
867	8099	1231
868	8107	1222
869	8117	1212
870	8126	1203
871	8135	1194
872	8143	1184
873	8152	1175
874	8160	1165
875	8169	1156
876	8178	1147
877	8187	1137
878	8196	1128
879	8204	1118
880	8214	1109
881	8223	1100
882	8232	1090
883	8240	1081
884	8249	1072
885	8258	1062
886	8267	1053
887	8276	1043
888	8285	1034
889	8294	1025
890	8303	1015
891	8313	1006
892	8322	997
893	8331	987
894	8340	978
895	8348	969
896	8358	959
897	8367	950
898	8377	941
899	8390	932
900	8400	922
901	8410	913
902	8418	904
903	8428	895
904	8437	885
905	8446	876
906	8456	867
907	8464	857
908	8473	848
909	8481	838
910	8490	829
911	8499	820
912	8509	810
913	8518	801
914	8528	792
915	8538	783
916	8546	773
917	8556	764
918	8564	754
919	8573	745
920	8582	736
921	8592	726
922	8601	717
923	8610	708
924	8620	698
925	8629	689
926	8639	680
927	8649	671
928	8658	661
929	8669	652
930	8678	643
931	8687	633
932	8698	624
933	8707	615
934	8716	605
935	8725	596
936	8735	587
937	8746	578
938	8758	568
939	8770	559
940	8780	550
941	8789	541
942	8798	531
943	8806	522
944	8816	513
945	8825	503
946	8835	494
947	8843	485
948	8853	475
949	8862	466
950	8871	457
951	8881	447
952	8890	438
953	8900	429
954	8908	419
955	8918	410
956	8927	401
957	8936	391
958	8947	382
959	8955	373
960	8965	363
961	8973	354
962	8983	345
963	8991	335
964	9001	326
965	9011	317
966	9020	307
967	9031	298
968	9040	289
969	9051	279
970	9061	270
971	9069	261
972	9080	251
973	9089	242
974	9100	233
975	9110	224
976	9119	214
977	9130	205
978	9139	196
979	9150	186
980	9159	177
981	9168	168
982	9179	158
983	9188	149
984	9198	140
985	9209	130
986	9219	121
987	9230	112
988	9239	102
989	9249	93
990	9260	84
991	9269	74
992	9279	65
993	9289	56
994	9298	46
995	9309	37
996	9320	28
997	9329	18
998	9339	9
999	9349	0
