iter	Logloss
363	0.5477287873
364	0.5475846211
365	0.5474360825
366	0.5472969461
367	0.5471685793
368	0.5469876946
369	0.5468296953
370	0.5467105771
371	0.5466154416
372	0.5464812236
373	0.5463468254
374	0.5461998132
375	0.5460599135
376	0.5459005681
377	0.5457230966
378	0.5455670001
379	0.5454218269
380	0.5452566727
381	0.5450724118
382	0.54491419
383	0.5447659269
384	0.5446236529
385	0.5444448404
386	0.5443373081
387	0.5442239298
388	0.544057167
389	0.5439295979
390	0.5437802642
391	0.5436436003
392	0.5434556983
393	0.5432787117
394	0.5431209881
395	0.5429900296
396	0.5428698567
397	0.5426646819
398	0.5425028481
399	0.5423608895
400	0.5422479855
401	0.5421069994
402	0.5419835617
403	0.5418357756
404	0.5417539776
405	0.5415998209
406	0.5415037499
407	0.541388461
408	0.541234087
409	0.5410875093
410	0.5409055142
411	0.5407418016
412	0.5405984675
413	0.5404301438
414	0.5402889961
415	0.5401645513
416	0.5400745197
417	0.5398817894
418	0.5397441926
419	0.5396150839
420	0.5394897752
421	0.5393659665
422	0.5392331133
423	0.5391292592
424	0.5389791915
425	0.5388348133
426	0.5386891897
427	0.5385739696
428	0.5384278451
429	0.5382678584
430	0.5381406153
431	0.5379785218
432	0.537843098
433	0.537707396
434	0.5375635055
435	0.5374550934
436	0.5373123052
437	0.5371513963
438	0.536998024
439	0.5368334103
440	0.5366907627
441	0.5365558186
442	0.5364234317
443	0.5363044911
444	0.5361602455
445	0.5360266449
446	0.5358675195
447	0.5357350823
448	0.5356014393
449	0.5354451176
450	0.5353056022
451	0.5351520868
452	0.5350156031
453	0.5348530299
454	0.5347085352
455	0.5345597103
456	0.534433188
457	0.53430162
458	0.5341897894
459	0.534082583
460	0.5339651078
461	0.5338307838
462	0.5337357119
463	0.5335653159
464	0.5334124338
465	0.5332927273
466	0.5331394822
467	0.5330297822
468	0.5328907915
469	0.5327349097
470	0.5325732985
471	0.5324657264
472	0.5323550644
473	0.5322477547
474	0.5321154845
475	0.5319854482
476	0.5318565991
477	0.5317309752
478	0.5315933175
479	0.531461352
480	0.53134124
481	0.5312118345
482	0.5311075908
483	0.5310001698
484	0.5308868339
485	0.5307531884
486	0.5306150695
487	0.530518874
488	0.5303699113
489	0.5302436858
490	0.5300880371
491	0.5299920165
492	0.5298813757
493	0.52976504
494	0.5296402296
495	0.5295183288
496	0.5293986939
497	0.5292276009
498	0.5290983173
499	0.5289557491
500	0.5288615967
501	0.5287325595
502	0.5285786625
503	0.5284654194
504	0.5283068213
505	0.5281868551
506	0.5280297675
507	0.5278941847
508	0.5277867372
509	0.5276457007
510	0.5275037288
511	0.5273660287
512	0.5272239958
513	0.5271102863
514	0.5270048554
515	0.5268461009
516	0.5267275234
517	0.5265840356
518	0.5264720009
519	0.5263201153
520	0.5262147931
521	0.5260901549
522	0.5259760929
523	0.5258551144
524	0.5257411054
525	0.5255843146
526	0.5254645843
527	0.525378798
528	0.525257528
529	0.5251173395
530	0.5249497658
531	0.5248457606
532	0.5247598975
533	0.5246059501
534	0.5244883212
535	0.5243438106
536	0.524243913
537	0.5240745054
538	0.5239671798
539	0.5238454328
540	0.5237158921
541	0.5235908219
542	0.5234470162
543	0.523290607
544	0.523154314
545	0.5230067135
546	0.5229033735
547	0.522760058
548	0.5226264124
549	0.5224792491
550	0.5223063594
551	0.5222035627
552	0.5220660799
553	0.5219257086
554	0.5218046585
555	0.5216944126
556	0.5215691119
557	0.521430895
558	0.5213135418
559	0.5212201393
560	0.5210761242
561	0.5209671291
562	0.5208456338
563	0.5207187272
564	0.5206053649
565	0.5204718253
566	0.5203575222
567	0.5202963519
568	0.520181259
569	0.5200596233
570	0.5198949699
571	0.5197726903
572	0.5196720533
573	0.519525889
574	0.5194027693
575	0.5193031049
576	0.5192088783
577	0.5190501741
578	0.5189395784
579	0.5188095421
580	0.5187129067
581	0.518619332
582	0.5184784996
583	0.5183880625
584	0.5183020218
585	0.518208092
586	0.518102995
587	0.5179924417
588	0.5178784566
589	0.5177546902
590	0.517674779
591	0.5175395434
592	0.5174345816
593	0.5172634516
594	0.5171232631
595	0.5170290471
596	0.5169168216
597	0.5168619769
598	0.5167811143
599	0.5166044139
600	0.5164944939
601	0.5163883317
602	0.5162233841
603	0.5161035875
604	0.5159619415
605	0.5158425318
606	0.5157297737
607	0.5156170712
608	0.5154940256
609	0.51534691
610	0.5152218478
611	0.5150930571
612	0.5149761146
613	0.5148711368
614	0.5147513138
615	0.5146183651
616	0.5144961968
617	0.5143985251
618	0.5142575152
619	0.5141396372
620	0.5140423498
621	0.5139276545
622	0.5138038829
623	0.5136356599
624	0.5135357517
625	0.5134369935
626	0.5132985567
627	0.5131696865
628	0.5130275635
629	0.5128909578
630	0.512768392
631	0.5125948054
632	0.5125068036
633	0.5123825736
634	0.5122583991
635	0.5121428399
636	0.5120332936
637	0.5118928348
638	0.5117644018
639	0.5116377894
640	0.5114930164
641	0.5114126759
642	0.511269159
643	0.5111702339
644	0.5110326583
645	0.5109336485
646	0.5108338065
647	0.510716811
648	0.510583759
649	0.510493889
650	0.5103367563
651	0.5101987647
652	0.5100902969
653	0.5099821498
654	0.5098339132
655	0.5096687457
656	0.5095393985
657	0.5093935125
658	0.5092566763
659	0.5091624947
660	0.5090268113
661	0.5089263704
662	0.5088165564
663	0.5087171517
664	0.5085823745
665	0.5084872125
666	0.5083842143
667	0.5082919328
668	0.5081841488
669	0.5080879135
670	0.5079755767
671	0.5078475173
672	0.5076970388
673	0.5075660671
674	0.5074095598
675	0.5072794282
676	0.5071458224
677	0.5070399807
678	0.5069405204
679	0.5068071292
680	0.5066908836
681	0.5065865207
682	0.5064549819
683	0.5063577369
684	0.5062637356
685	0.5061476861
686	0.506031157
687	0.5059330878
688	0.505849456
689	0.5057080962
690	0.5056161513
691	0.5054972239
692	0.5054119305
693	0.5053226912
694	0.5051963279
695	0.5050718328
696	0.5049692004
697	0.5048319773
698	0.5047172395
699	0.5046394483
700	0.5044836327
701	0.5043337929
702	0.5042164078
703	0.5041152011
704	0.503976123
705	0.5038493383
706	0.5037651102
707	0.5036662964
708	0.5035424532
709	0.5034603663
710	0.5033402252
711	0.5032159687
712	0.5031065257
713	0.5030098081
714	0.502904417
715	0.5028075456
716	0.5027273747
717	0.5026022092
718	0.5024494994
719	0.5023342237
720	0.5022391438
721	0.5021252939
722	0.5020200246
723	0.5018934096
724	0.5017834392
725	0.5016597868
726	0.5015230593
727	0.501427778
728	0.5013597945
729	0.5012383098
730	0.5011400287
731	0.5010459585
732	0.5009564886
733	0.5008483044
734	0.5007263268
735	0.5006268161
736	0.5005423018
737	0.5004536137
738	0.5003754595
739	0.5002648505
740	0.5001486977
741	0.500036557
742	0.4999686397
743	0.4998507379
744	0.4997485692
745	0.4996354612
746	0.4994934522
747	0.4993708227
748	0.4993046916
749	0.4991931895
750	0.4990696591
751	0.4989485799
752	0.4988317592
753	0.4987120156
754	0.498590258
755	0.4984501093
756	0.4983610105
757	0.4982568887
758	0.4981535143
759	0.498012067
760	0.4978981137
761	0.4978034207
762	0.4976879172
763	0.4975875134
764	0.4974540029
765	0.4973501541
766	0.4972384348
767	0.4971391228
768	0.497020055
769	0.4969145658
770	0.4968222578
771	0.4967138483
772	0.4966411372
773	0.496534694
774	0.4964660427
775	0.4963620985
776	0.4962458662
777	0.4961322892
778	0.4959717857
779	0.4958870779
780	0.4957911447
781	0.4956934599
782	0.4955797159
783	0.4954588301
784	0.4953375972
785	0.4952591647
786	0.4951427893
787	0.4950570162
788	0.4949452757
789	0.4948275276
790	0.4947324371
791	0.4946353007
792	0.4945468061
793	0.4944588866
794	0.4943789488
795	0.4942791095
796	0.4941691392
797	0.4940736167
798	0.4939542892
799	0.4938509836
800	0.4937273445
801	0.4936197141
802	0.4935244222
803	0.4934197148
804	0.4933082631
805	0.4931789185
806	0.4930760184
807	0.4929744221
808	0.4928721368
809	0.4927757292
810	0.492648714
811	0.4925293096
812	0.4924202641
813	0.4923190388
814	0.4922195175
815	0.4921256115
816	0.4920155696
817	0.4919370311
818	0.4918350373
819	0.4917598299
820	0.4916778941
821	0.4915624276
822	0.4914752898
823	0.4913740327
824	0.4912589452
825	0.4911604229
826	0.4910622584
827	0.4909889563
828	0.4908653516
829	0.490778023
830	0.4906931748
831	0.4905873942
832	0.4904866459
833	0.4903595644
834	0.4902144681
835	0.4901088517
836	0.4899855438
837	0.4899017027
838	0.4898041317
839	0.4897419332
840	0.4896536983
841	0.4895655826
842	0.4894347116
843	0.4893476003
844	0.4892637061
845	0.4891700413
846	0.4890946934
847	0.4889846648
848	0.4888406285
849	0.4887535358
850	0.4886629264
851	0.488599925
852	0.4885078343
853	0.488437805
854	0.4883112296
855	0.4882416985
856	0.4881403672
857	0.4880392002
858	0.4879462218
859	0.4878254765
860	0.4877135478
861	0.487576905
862	0.4875006058
863	0.4874212378
864	0.4873504586
865	0.4872505
866	0.4871668151
867	0.4870779893
868	0.4869796207
869	0.4868663193
870	0.4867869778
871	0.4866523438
872	0.486585256
873	0.4864856101
874	0.4863628243
875	0.4862636289
876	0.48616914
877	0.4860678935
878	0.4859865698
879	0.4858866457
880	0.4857688525
881	0.485656839
882	0.4855929948
883	0.485494393
884	0.4853983326
885	0.4853070475
886	0.485217901
887	0.4851276282
888	0.4850069942
889	0.4849181445
890	0.4848241988
891	0.4847255361
892	0.4846428132
893	0.4845307971
894	0.4844336342
895	0.4843230279
896	0.484240684
897	0.4841793176
898	0.4840639412
899	0.4839245716
900	0.4838177547
901	0.483680741
902	0.4835427017
903	0.4834222558
904	0.4833263571
905	0.4832298117
906	0.4831303937
907	0.4830079895
908	0.4829259
909	0.4828109635
910	0.482729881
911	0.4826290294
912	0.4825178241
913	0.482429409
914	0.4823428939
915	0.4822525443
916	0.4821625259
917	0.4820544663
918	0.4819782068
919	0.48186141
920	0.4817644936
921	0.4816646675
922	0.4816017058
923	0.4815106778
924	0.4814352398
925	0.481369
926	0.481266084
927	0.4811639259
928	0.4810643251
929	0.4809689722
930	0.4808677946
931	0.4807479106
932	0.4806283551
933	0.4805371601
934	0.4804188979
935	0.4803400387
936	0.4802289448
937	0.48012552
938	0.4800386737
939	0.4799702264
940	0.4799027491
941	0.479811631
942	0.4797106839
943	0.4795867374
944	0.4795035773
945	0.4793384045
946	0.4792308191
947	0.479156033
948	0.4790459885
949	0.4789755829
950	0.4788844065
951	0.4788146368
952	0.4786788607
953	0.4786150059
954	0.47854941
955	0.4784591452
956	0.4783587361
957	0.478279975
958	0.4781870072
959	0.4781077691
960	0.477978928
961	0.477925395
962	0.4778219941
963	0.4777082819
964	0.4775967268
965	0.4775300471
966	0.4774382162
967	0.4773432767
968	0.4772701469
969	0.4771827891
970	0.4771012243
971	0.4769893274
972	0.476889239
973	0.4767991411
974	0.4767132435
975	0.4766200928
976	0.4764929901
977	0.4764015593
978	0.4763034875
979	0.4762395612
980	0.4761531945
981	0.4760720855
982	0.4759805275
983	0.4759215885
984	0.4758274997
985	0.4757326848
986	0.4756616643
987	0.4755945792
988	0.4755113396
989	0.4753877216
990	0.4753124983
991	0.4751903352
992	0.4750990846
993	0.4750225416
994	0.4749086412
995	0.4748247391
996	0.4747153703
997	0.4746215492
998	0.4745328214
999	0.474415166
